revision_count,average_score,days_since_learning,days_since_last_revision,topic_complexity,retention_score
20,9.54,147,18,2,100.0
18,2.62,28,49,1,48.360000000000014
14,2.58,268,94,3,0.0
4,4.95,95,9,2,63.849999999999994
4,4.54,133,62,7,0.0
7,2.36,129,51,7,0.0
11,2.79,359,37,9,25.870000000000005
9,9.37,136,99,6,0.0
18,5.02,87,82,4,0.0
14,7.45,316,119,5,0.0
5,2.72,189,90,3,0.0
11,9.51,314,167,5,0.0
9,9.22,347,39,1,43.16
3,7.43,246,158,8,0.0
12,6.55,206,176,6,0.0
4,2.79,144,17,5,36.870000000000005
12,3.18,103,51,1,16.040000000000006
19,2.3,305,96,3,0.0
11,4.5,225,128,1,0.0
3,7.59,151,15,5,50.269999999999996
10,2.01,353,77,5,0.0
18,6.3,96,172,6,0.0
9,5.87,247,92,5,0.0
11,8.05,178,20,9,75.65
16,6.79,198,64,7,11.870000000000005
6,8.39,296,98,9,0.0
11,5.39,45,1,2,100.0
4,6.92,341,170,10,0.0
18,8.4,183,134,4,0.0
5,3.05,170,113,9,0.0
6,7.33,82,115,1,0.0
18,4.33,2,62,1,27.49000000000001
6,5.04,16,175,9,0.0
17,6.81,98,150,5,0.0
9,9.11,141,35,10,37.33
2,9.43,38,130,3,0.0
5,9.32,330,176,7,0.0
14,5.38,2,81,1,0.0
4,6.78,23,86,5,0.0
20,8.74,187,124,8,0.0
1,1.25,321,158,1,0.0
17,2.29,270,39,7,53.370000000000005
18,4.09,113,85,2,0.0
19,4.88,76,177,1,0.0
0,9.25,28,144,6,0.0
3,9.03,71,91,5,0.0
5,6.05,96,68,4,0.0
4,7.66,230,73,5,0.0
1,3.87,245,149,1,0.0
16,7.27,176,67,4,11.810000000000002
16,5.51,223,101,8,0.0
1,3.12,161,144,6,0.0
17,4.62,270,14,7,100.0
13,1.31,350,161,4,0.0
16,1.92,291,139,10,0.0
10,8.78,54,115,10,0.0
10,7.22,314,21,2,76.66
7,1.68,99,47,4,0.0
11,8.69,13,18,8,83.07
7,7.74,132,27,5,46.72
6,6.2,112,70,5,0.0
16,7.96,87,127,10,0.0
11,7.87,26,56,2,13.610000000000014
20,3.22,3,54,4,45.66
1,4.06,274,43,3,0.0
19,2.81,64,59,9,21.930000000000007
3,2.96,282,1,7,61.379999999999995
15,5.6,305,158,9,0.0
3,6.46,339,109,9,0.0
2,5.68,226,113,6,0.0
20,6.97,225,160,8,0.0
6,4.04,330,150,6,0.0
19,6.85,137,54,6,48.55000000000001
19,3.56,124,11,10,100.0
14,7.22,324,63,8,3.6599999999999966
3,5.54,202,60,8,0.0
19,9.25,30,168,6,0.0
2,7.79,106,70,1,0.0
7,8.91,128,53,2,2.730000000000004
8,8.99,331,85,3,0.0
19,8.36,240,54,8,50.079999999999984
15,7.14,69,177,6,0.0
3,1.71,76,45,2,0.0
19,9.05,327,28,5,100.0
20,8.54,144,142,2,0.0
17,9.65,133,128,9,0.0
16,4.2,73,85,2,0.0
8,2.79,329,39,6,11.370000000000005
20,7.75,330,85,5,0.0
20,2.2,99,142,2,0.0
20,6.63,257,74,3,17.389999999999986
5,7.43,349,32,3,28.789999999999992
13,7.62,141,6,4,100.0
3,7.0,34,55,6,0.0
14,2.07,158,123,6,0.0
2,7.88,95,60,4,0.0
6,9.27,196,97,6,0.0
4,5.1,344,47,1,0.0
11,8.5,90,92,9,0.0
4,6.69,194,50,2,0.0
3,3.06,138,106,3,0.0
16,8.33,257,173,6,0.0
9,1.8,278,134,2,0.0
1,4.19,332,4,4,53.56999999999999
13,2.03,101,92,5,0.0
8,9.47,301,63,6,0.0
3,5.97,151,130,1,0.0
13,3.43,249,176,10,0.0
10,2.85,266,157,6,0.0
9,7.51,118,34,1,48.03
16,1.43,29,164,8,0.0
15,7.1,308,155,8,0.0
19,4.82,107,16,8,100.0
1,6.39,323,77,10,0.0
4,7.75,208,44,1,3.75
2,6.39,228,119,1,0.0
5,7.29,261,18,8,48.870000000000005
11,1.6,177,38,7,23.299999999999997
3,9.32,44,98,8,0.0
2,8.16,100,145,2,0.0
18,4.51,169,134,10,0.0
11,5.34,125,163,2,0.0
13,4.22,35,23,2,78.66
8,6.36,283,172,3,0.0
6,6.55,223,31,6,28.650000000000006
9,2.38,325,167,2,0.0
18,5.46,101,37,4,76.38
16,5.84,264,10,8,100.0
5,9.07,321,106,4,0.0
0,1.14,304,74,5,0.0
11,1.0,359,108,2,0.0
8,5.49,95,71,5,0.0
13,9.76,109,156,9,0.0
3,4.71,365,22,5,27.629999999999995
7,2.1,130,109,1,0.0
4,8.56,346,7,3,77.18
4,6.88,359,22,5,39.14
5,6.16,287,123,8,0.0
2,5.42,272,2,1,70.75999999999999
5,2.9,175,151,6,0.0
2,8.39,358,157,8,0.0
8,2.14,113,148,6,0.0
14,7.17,204,142,2,0.0
15,5.86,336,128,2,0.0
9,4.65,2,91,10,0.0
6,5.29,282,17,3,57.370000000000005
12,9.13,330,88,4,0.0
0,2.82,196,151,9,0.0
19,5.23,215,80,2,0.0
5,8.78,353,35,6,22.340000000000003
6,1.13,97,166,10,0.0
6,9.71,89,0,7,98.63
19,3.05,238,107,7,0.0
10,1.85,350,110,7,0.0
11,5.31,100,143,1,0.0
5,6.82,5,4,1,85.96000000000001
4,7.83,316,122,8,0.0
7,4.26,156,126,9,0.0
14,7.62,227,89,9,0.0
1,7.77,271,50,2,0.0
0,3.18,237,80,8,0.0
7,4.3,160,106,2,0.0
19,7.43,34,92,4,0.0
5,9.46,270,35,4,27.379999999999995
8,2.19,143,57,4,0.0
5,1.7,277,171,9,0.0
5,9.01,226,65,4,0.0
6,8.87,78,91,4,0.0
7,2.05,225,147,8,0.0
0,5.06,232,31,3,0.0
20,3.6,249,28,7,94.30000000000001
19,2.05,90,72,6,0.0
7,1.24,358,164,5,0.0
4,9.73,166,112,6,0.0
9,9.22,239,167,1,0.0
9,6.44,208,162,6,0.0
17,7.02,35,33,5,82.56
6,2.95,256,97,8,0.0
6,7.37,248,37,10,13.11
8,4.28,88,51,10,0.0
18,3.55,294,25,2,97.65
5,5.92,3,114,7,0.0
16,1.58,344,156,7,0.0
18,6.47,161,146,2,0.0
11,5.03,196,58,8,0.0
9,4.47,40,15,2,75.41
19,7.81,315,126,10,0.0
4,7.62,6,119,8,0.0
5,3.23,339,68,5,0.0
12,2.33,301,177,2,0.0
3,8.82,9,57,9,0.0
20,2.36,167,146,3,0.0
6,4.08,163,9,7,63.739999999999995
16,9.5,120,33,6,83.5
1,3.37,19,135,3,0.0
14,6.08,333,151,10,0.0
17,5.46,307,8,8,100.0
5,6.24,141,149,5,0.0
16,4.17,99,113,2,0.0
3,6.54,161,142,1,0.0
15,6.79,317,21,7,92.87
2,7.14,284,13,8,43.42
16,4.46,156,67,5,1.8799999999999955
19,9.65,98,19,1,100.0
10,2.72,233,52,10,0.0
16,7.7,243,129,2,0.0
11,1.32,274,12,4,78.96
6,4.23,277,51,4,0.0
17,1.33,308,26,6,77.99000000000001
18,2.35,303,41,8,53.05000000000001
10,3.58,161,119,7,0.0
5,4.56,142,165,5,0.0
2,1.08,283,75,6,0.0
9,5.23,219,156,7,0.0
6,9.72,204,132,3,0.0
11,8.72,128,7,3,100.0
13,4.76,250,160,6,0.0
13,5.53,317,100,4,0.0
8,8.8,137,80,9,0.0
9,9.3,115,40,9,29.400000000000006
2,8.1,70,47,7,0.0
13,6.91,237,17,9,88.22999999999999
10,5.31,287,73,1,0.0
1,9.9,100,97,5,0.0
8,4.63,268,35,6,24.89
8,1.19,324,58,10,0.0
13,5.47,287,164,6,0.0
9,7.47,103,45,5,19.909999999999997
18,7.88,221,141,2,0.0
19,1.22,27,25,6,89.66
13,8.6,237,34,6,63.80000000000001
4,1.73,162,71,4,0.0
7,3.14,88,129,10,0.0
12,7.37,40,22,10,73.11000000000001
14,6.43,360,21,3,92.78999999999999
15,3.94,258,106,7,0.0
13,6.07,166,30,3,68.71000000000001
16,8.58,64,165,7,0.0
17,2.47,238,23,3,91.91
2,6.62,247,54,3,0.0
13,6.98,281,12,2,100.0
16,5.84,173,5,6,100.0
14,2.62,186,31,7,55.36
11,7.64,277,13,4,95.92
2,2.44,328,95,10,0.0
18,6.79,280,114,10,0.0
19,7.93,124,108,3,0.0
14,9.28,347,125,4,0.0
18,7.16,179,1,4,100.0
16,1.81,37,169,6,0.0
4,3.96,233,22,2,34.879999999999995
8,2.86,160,101,6,0.0
20,9.76,151,125,6,0.0
16,6.0,96,68,10,0.0
1,4.71,283,51,3,0.0
16,9.22,54,153,7,0.0
7,8.76,155,78,10,0.0
10,1.27,203,178,7,0.0
1,5.79,127,83,9,0.0
2,4.38,314,164,1,0.0
2,7.77,111,80,9,0.0
3,2.92,169,46,5,0.0
12,7.38,47,16,3,95.63999999999999
15,7.0,64,108,8,0.0
15,3.17,10,82,1,0.0
11,7.63,17,126,8,0.0
6,9.42,56,0,1,100.0
0,1.73,97,60,5,0.0
17,8.24,338,173,3,0.0
6,9.02,291,44,5,11.560000000000002
14,4.71,317,172,2,0.0
17,7.71,352,17,8,100.0
19,3.09,169,17,7,100.0
5,1.57,129,128,2,0.0
7,8.64,306,70,2,0.0
20,7.69,112,114,3,0.0
6,9.47,259,149,6,0.0
7,9.27,46,175,3,0.0
7,7.54,122,37,2,30.620000000000005
14,6.93,143,10,7,100.0
13,4.95,348,50,3,25.349999999999994
16,1.12,132,52,1,27.860000000000014
8,3.4,80,111,10,0.0
8,7.99,152,21,5,64.47
15,2.27,346,62,4,1.8100000000000023
11,1.41,169,35,3,34.730000000000004
13,5.73,271,63,3,1.6899999999999977
4,7.1,295,41,4,3.299999999999997
14,3.36,24,45,5,32.58000000000001
12,6.41,130,140,1,0.0
9,8.01,190,50,3,14.530000000000001
20,7.16,160,127,2,0.0
19,8.82,216,102,7,0.0
8,5.17,41,97,8,0.0
20,7.28,336,175,2,0.0
0,2.27,134,2,5,45.31
10,5.75,298,54,5,1.75
10,7.41,353,166,10,0.0
1,9.36,51,142,4,0.0
14,4.41,47,65,2,0.22999999999998977
15,7.27,288,26,9,81.31
7,8.19,257,34,5,34.06999999999999
2,1.42,3,15,9,20.760000000000005
16,3.77,319,117,7,0.0
5,8.07,221,40,4,13.210000000000008
7,2.16,263,64,8,0.0
20,2.97,266,173,10,0.0
0,2.72,31,136,3,0.0
13,1.41,77,42,9,21.730000000000004
13,2.67,184,44,6,26.010000000000005
20,6.36,120,132,4,0.0
18,6.8,90,6,5,100.0
19,3.06,2,59,2,33.18000000000001
6,6.54,55,49,3,0.0
8,8.75,117,1,1,100.0
8,5.62,303,94,5,0.0
16,1.88,189,172,8,0.0
5,3.53,184,85,4,0.0
5,7.38,103,118,8,0.0
12,8.31,118,9,9,100.0
16,4.11,207,124,4,0.0
7,3.23,181,115,3,0.0
19,5.6,78,72,2,14.800000000000011
0,2.89,50,80,5,0.0
2,5.09,126,70,7,0.0
14,7.79,322,79,4,0.0
9,5.83,205,11,4,84.49000000000001
5,1.97,227,1,5,71.41
0,2.14,322,144,8,0.0
0,5.9,258,114,6,0.0
4,5.51,251,159,4,0.0
16,2.2,100,73,9,0.0
19,2.73,325,167,7,0.0
2,8.3,203,84,5,0.0
9,2.73,90,129,2,0.0
18,2.22,194,88,3,0.0
11,3.34,59,93,3,0.0
16,5.86,66,42,9,50.08000000000001
3,3.55,142,9,5,50.150000000000006
1,7.23,344,86,10,0.0
9,6.8,189,84,5,0.0
0,4.56,41,6,5,44.18
18,6.84,302,123,3,0.0
6,1.65,261,131,8,0.0
2,4.35,246,147,9,0.0
17,3.17,21,42,2,57.50999999999999
4,1.01,90,39,1,0.0
15,3.31,216,68,3,0.0
16,2.23,106,24,4,82.69
15,7.41,205,10,2,100.0
12,3.89,156,56,10,0.0
4,7.49,351,62,9,0.0
6,5.63,216,132,1,0.0
2,3.15,91,33,2,0.45000000000000284
15,4.87,230,58,7,13.110000000000014
7,5.28,178,146,5,0.0
2,5.7,52,79,9,0.0
7,3.69,28,107,8,0.0
15,4.3,134,90,10,0.0
3,7.76,3,27,8,22.28
3,6.3,38,80,6,0.0
4,5.42,201,104,8,0.0
14,9.82,39,74,2,0.0
0,7.42,30,151,5,0.0
13,6.47,21,156,7,0.0
19,4.68,35,77,3,0.539999999999992
4,4.68,94,100,6,0.0
1,7.79,302,158,3,0.0
16,3.49,241,127,10,0.0
19,6.59,215,180,2,0.0
3,2.14,30,48,4,0.0
7,4.99,182,120,8,0.0
3,3.32,217,8,3,54.459999999999994
12,9.56,147,95,8,0.0
2,9.54,320,115,6,0.0
12,1.14,294,162,10,0.0
1,8.58,243,23,1,33.24000000000001
18,8.87,203,41,2,81.61000000000001
19,7.19,42,45,5,69.07
6,5.48,283,9,8,66.44
16,1.5,201,66,2,0.0
16,9.5,276,118,10,0.0
15,9.89,278,77,10,0.0
15,7.16,190,6,7,100.0
0,1.71,205,62,4,0.0
10,5.66,127,35,9,33.480000000000004
9,5.53,208,12,7,77.09
4,6.64,324,41,7,0.0
20,2.01,276,128,9,0.0
6,6.93,332,136,7,0.0
12,9.04,125,55,8,15.120000000000005
12,9.31,255,108,9,0.0
15,5.67,184,128,3,0.0
7,6.05,5,17,5,61.650000000000006
17,3.98,10,157,7,0.0
0,5.14,101,141,4,0.0
7,3.74,302,171,8,0.0
16,1.17,96,32,2,66.50999999999999
1,5.72,340,71,6,0.0
13,2.74,146,159,10,0.0
5,3.97,269,61,10,0.0
18,5.35,4,153,4,0.0
9,6.8,325,129,2,0.0
20,5.72,67,38,7,80.66
8,4.52,134,137,7,0.0
0,4.66,322,90,1,0.0
7,9.4,334,101,9,0.0
1,6.74,327,176,6,0.0
4,7.55,222,158,3,0.0
15,1.23,11,178,8,0.0
4,5.68,108,133,7,0.0
20,3.26,139,167,3,0.0
15,4.84,67,98,3,0.0
15,1.06,156,93,6,0.0
16,9.02,290,172,1,0.0
2,3.73,127,120,4,0.0
8,4.77,174,7,1,88.81
0,6.69,333,46,3,0.0
8,4.12,60,40,2,19.36
5,9.66,188,119,6,0.0
15,8.0,255,20,9,95.5
15,2.37,330,55,10,7.110000000000014
16,9.89,1,138,6,0.0
16,6.24,179,65,1,17.22
0,6.09,178,69,2,0.0
16,5.18,215,153,8,0.0
20,5.84,206,91,9,0.0
11,3.88,33,92,3,0.0
6,9.15,85,26,9,41.95
10,7.3,268,95,10,0.0
12,1.8,292,15,9,71.9
20,7.46,85,160,8,0.0
15,5.73,335,129,2,0.0
10,4.22,89,162,2,0.0
12,1.98,270,138,4,0.0
15,6.14,324,10,3,100.0
2,9.27,319,79,6,0.0
9,9.77,350,33,8,46.31
5,3.97,153,66,5,0.0
12,5.95,329,83,6,0.0
8,2.77,134,78,8,0.0
17,1.44,311,25,10,74.32
10,3.22,28,50,8,0.0
13,4.66,241,59,5,3.4799999999999898
12,3.32,128,63,6,0.0
2,7.55,51,44,3,0.0
15,3.56,18,96,1,0.0
13,7.54,257,3,1,100.0
11,7.52,40,167,5,0.0
8,2.15,220,157,4,0.0
15,3.89,32,134,2,0.0
15,1.62,210,43,2,40.860000000000014
12,4.29,189,0,1,100.0
10,7.99,169,22,8,67.97
1,2.23,140,59,6,0.0
20,9.52,84,139,9,0.0
12,9.25,256,146,6,0.0
2,7.77,347,68,7,0.0
0,4.38,19,11,1,39.64
18,6.44,297,82,9,0.0
5,9.44,331,20,7,52.81999999999999
14,6.06,14,68,7,0.0
4,3.59,41,48,5,0.0
18,4.12,33,93,10,0.0
18,5.93,76,160,8,0.0
7,8.58,193,46,2,15.740000000000009
7,3.9,232,42,9,0.0
9,7.45,235,66,4,0.0
2,1.53,142,109,8,0.0
16,9.43,318,9,8,100.0
0,2.5,178,118,9,0.0
7,1.51,204,104,8,0.0
16,5.22,112,120,10,0.0
1,5.86,130,171,6,0.0
4,5.33,178,34,7,7.489999999999995
14,4.42,62,174,4,0.0
4,8.3,5,59,7,0.0
1,9.13,77,49,8,0.0
11,5.22,336,70,1,0.0
13,7.58,159,24,4,83.74000000000001
11,9.46,295,36,2,58.379999999999995
8,7.74,137,172,6,0.0
17,1.75,66,27,8,74.25
3,2.7,177,100,3,0.0
12,7.88,203,57,1,18.139999999999986
4,2.0,311,81,1,0.0
3,8.24,5,62,4,0.0
1,7.6,58,157,5,0.0
11,7.58,273,159,1,0.0
5,9.21,78,13,1,75.13
14,3.35,298,16,9,84.55000000000001
12,9.42,343,121,4,0.0
19,9.7,323,49,6,67.1
15,2.16,205,89,7,0.0
9,8.87,39,52,7,7.109999999999999
2,6.98,157,8,2,61.94
11,4.32,300,19,6,70.96000000000001
6,5.18,325,39,2,14.539999999999992
17,1.13,50,43,8,40.389999999999986
7,9.12,280,59,5,0.0
19,2.78,361,132,10,0.0
6,3.51,310,147,1,0.0
7,3.75,111,1,1,92.75
1,5.36,234,30,7,0.5799999999999983
6,8.92,337,152,6,0.0
18,8.33,235,159,7,0.0
15,7.83,277,36,7,65.99000000000001
11,8.65,343,139,4,0.0
2,6.0,103,6,7,55.5
12,3.36,301,89,1,0.0
0,7.77,204,58,6,0.0
0,6.73,173,92,9,0.0
13,1.12,336,77,2,0.0
7,6.14,340,7,8,77.42
7,7.37,20,174,6,0.0
8,9.0,196,47,7,12.5
2,2.21,155,25,6,7.6299999999999955
19,3.92,237,44,6,59.75999999999999
7,3.51,175,143,2,0.0
14,8.37,226,81,6,0.0
13,1.76,228,16,9,74.78
18,9.75,127,169,1,0.0
12,6.6,309,81,5,0.0
1,9.81,239,141,5,0.0
16,4.06,305,125,1,0.0
18,9.2,15,14,1,100.0
4,2.1,234,80,8,0.0
5,9.52,194,130,7,0.0
17,2.98,95,21,6,92.94
8,6.23,332,23,5,55.19
6,6.18,210,143,1,0.0
0,6.27,203,58,6,0.0
4,9.82,332,164,2,0.0
18,5.73,68,132,3,0.0
19,2.57,164,89,4,0.0
2,8.58,359,62,4,0.0
3,5.76,253,172,4,0.0
15,4.25,312,59,3,15.25
17,4.44,315,117,6,0.0
20,8.6,158,139,9,0.0
17,9.44,132,99,1,0.0
14,5.75,318,152,5,0.0
2,2.21,354,163,7,0.0
7,5.98,26,17,1,67.44
4,3.71,68,59,4,0.0
7,9.61,225,25,8,51.83
7,1.05,294,84,8,0.0
6,7.49,59,148,7,0.0
10,4.95,154,180,4,0.0
4,1.9,361,127,8,0.0
18,3.46,320,85,3,0.0
11,7.9,126,176,3,0.0
2,6.16,185,165,2,0.0
20,2.04,58,151,1,0.0
1,9.73,228,141,4,0.0
12,5.68,34,174,5,0.0
19,4.97,34,128,1,0.0
8,3.73,92,95,9,0.0
6,7.47,105,81,7,0.0
20,5.72,320,15,3,100.0
18,4.96,286,74,10,0.0
16,5.37,259,90,9,0.0
2,7.38,74,69,10,0.0
8,6.25,152,33,7,32.25
8,4.58,77,96,10,0.0
2,1.33,35,152,8,0.0
0,5.76,356,42,7,0.0
16,3.54,335,58,7,14.120000000000005
17,2.07,35,57,5,19.710000000000008
9,3.54,255,160,10,0.0
10,1.02,99,164,2,0.0
7,4.1,223,36,8,13.299999999999997
14,5.01,170,116,6,0.0
13,2.81,146,64,5,0.0
12,5.17,286,139,8,0.0
11,2.15,17,59,9,0.0
13,9.94,310,150,2,0.0
1,2.68,294,164,2,0.0
13,9.6,346,108,5,0.0
4,4.98,221,164,4,0.0
0,1.3,319,2,5,42.4
4,7.51,72,14,7,54.03
10,7.71,351,3,7,100.0
10,7.76,35,53,10,2.280000000000001
12,1.85,171,134,8,0.0
18,3.42,305,85,6,0.0
4,9.66,242,145,1,0.0
10,6.3,230,76,4,0.0
10,2.47,67,133,9,0.0
18,8.66,10,11,6,100.0
17,7.42,161,139,7,0.0
20,8.16,96,158,5,0.0
14,8.89,91,132,1,0.0
9,8.55,213,89,4,0.0
12,1.43,170,157,9,0.0
2,1.27,208,56,7,0.0
7,6.58,168,48,5,1.240000000000009
18,6.93,120,41,5,71.28999999999999
5,7.13,103,97,5,0.0
10,2.96,146,47,9,1.3799999999999955
15,7.85,200,116,7,0.0
5,2.66,333,169,3,0.0
9,6.41,226,120,10,0.0
13,4.9,180,0,3,100.0
18,9.65,247,34,2,97.94999999999999
14,7.16,81,1,2,100.0
7,7.34,86,164,3,0.0
3,9.03,171,109,9,0.0
15,6.36,263,124,4,0.0
10,6.18,2,58,8,0.0
9,1.45,237,101,3,0.0
17,1.51,92,169,3,0.0
8,5.11,35,2,7,90.83
10,8.9,102,95,2,0.0
3,9.44,254,177,7,0.0
12,5.93,213,9,6,100.0
14,6.52,252,109,8,0.0
0,9.97,65,54,7,0.0
0,3.26,120,100,7,0.0
15,9.71,262,82,10,0.0
16,3.78,43,77,8,0.0
12,6.03,315,178,5,0.0
11,1.96,344,101,2,0.0
8,5.88,133,27,3,49.14
1,5.0,212,65,2,0.0
2,4.01,334,170,10,0.0
19,8.55,314,40,6,81.65
10,6.97,257,178,4,0.0
16,8.82,106,166,3,0.0
18,1.98,71,45,1,54.44
15,5.01,7,107,10,0.0
11,3.64,306,60,3,0.0
14,2.25,34,71,5,0.0
4,4.0,325,3,7,65.5
8,3.63,345,125,6,0.0
13,3.33,78,78,2,0.0
16,3.77,322,133,6,0.0
0,3.73,14,52,7,0.0
16,3.35,157,161,7,0.0
15,8.26,63,81,4,0.0
14,9.94,299,177,9,0.0
12,9.05,364,79,3,0.0
16,4.13,221,76,2,0.0
0,2.03,159,59,8,0.0
20,9.17,43,98,10,0.0
0,4.78,179,105,1,0.0
12,1.09,82,19,4,69.27
13,1.4,10,98,9,0.0
8,8.94,242,72,2,0.0
18,2.87,83,54,4,34.610000000000014
8,4.52,333,98,4,0.0
7,9.74,127,159,5,0.0
18,7.59,44,36,7,80.27000000000001
13,1.31,329,135,5,0.0
2,7.49,285,93,2,0.0
12,1.39,187,86,7,0.0
13,4.98,163,79,2,0.0
2,3.99,167,105,3,0.0
5,6.0,25,77,10,0.0
5,1.11,361,106,9,0.0
18,5.03,246,69,8,5.090000000000003
15,7.98,46,15,4,100.0
14,1.85,69,140,2,0.0
9,3.13,297,64,8,0.0
8,9.64,132,103,9,0.0
9,8.17,21,123,1,0.0
10,3.11,214,153,3,0.0
4,7.44,121,3,4,80.32
12,2.98,312,78,7,0.0
10,4.83,358,41,7,21.989999999999995
16,1.79,242,96,6,0.0
5,2.25,348,175,8,0.0
2,8.03,284,96,6,0.0
18,7.62,332,93,4,0.0
14,1.6,361,141,3,0.0
17,2.71,190,50,7,32.629999999999995
16,9.67,10,22,3,100.0
2,2.85,61,149,4,0.0
0,7.98,335,45,4,0.0
2,3.37,128,44,9,0.0
9,8.17,9,42,2,32.50999999999999
5,6.34,272,83,9,0.0
13,8.8,227,49,9,29.900000000000006
0,8.41,242,54,9,0.0
14,6.35,132,167,5,0.0
10,6.31,266,72,6,0.0
0,5.52,231,150,6,0.0
11,5.64,314,114,6,0.0
17,6.78,178,66,3,18.840000000000003
2,5.01,320,29,9,3.530000000000001
15,2.36,137,17,8,86.08000000000001
9,3.55,363,91,1,0.0
2,6.87,156,108,10,0.0
5,6.33,95,146,3,0.0
10,1.19,43,56,10,0.0
4,1.78,329,86,5,0.0
11,9.18,245,146,9,0.0
8,4.78,74,116,10,0.0
3,9.63,320,116,6,0.0
10,2.21,146,16,4,68.63
14,2.63,65,71,7,0.0
20,3.34,229,26,1,100.0
20,1.5,191,126,10,0.0
14,5.65,285,78,1,0.0
4,1.28,342,111,8,0.0
14,2.6,10,120,5,0.0
8,2.76,8,179,1,0.0
13,3.15,96,81,1,0.0
13,8.32,32,81,9,0.0
13,3.36,283,167,5,0.0
15,1.37,210,123,3,0.0
20,3.52,227,108,6,0.0
19,6.38,156,111,10,0.0
15,9.1,44,157,4,0.0
18,8.42,81,63,10,24.25999999999999
1,7.01,15,53,7,0.0
0,4.24,167,26,9,0.0
16,3.01,196,106,8,0.0
16,9.92,28,103,6,0.0
4,8.42,224,21,1,51.75999999999999
9,2.03,38,99,4,0.0
0,4.97,330,132,9,0.0
17,4.02,308,136,7,0.0
14,6.57,249,108,10,0.0
0,1.33,318,10,3,29.490000000000002
3,3.83,209,69,9,0.0
0,6.17,213,134,9,0.0
10,1.92,128,148,7,0.0
17,8.31,262,67,10,10.930000000000007
1,3.41,247,71,10,0.0
10,8.13,88,49,1,24.89
11,1.4,152,27,8,43.2
2,8.17,290,28,9,15.009999999999991
5,5.42,81,171,3,0.0
11,1.5,86,31,10,32.5
17,4.24,210,180,4,0.0
12,9.97,47,119,6,0.0
20,5.63,125,180,1,0.0
4,3.92,167,84,5,0.0
8,7.06,144,47,9,3.680000000000007
18,3.95,46,17,2,100.0
2,6.96,50,92,8,0.0
9,7.06,204,27,4,56.18000000000001
0,1.93,211,129,3,0.0
7,5.32,345,51,6,0.0
15,3.93,340,115,5,0.0
15,9.72,241,56,2,39.16
13,3.09,17,79,2,0.0
16,7.2,32,163,9,0.0
9,1.42,195,127,3,0.0
8,4.31,230,102,8,0.0
8,7.53,166,33,2,43.59
0,6.79,172,106,8,0.0
13,8.07,59,64,5,3.710000000000008
9,9.9,175,4,2,100.0
13,7.57,171,148,6,0.0
2,6.01,346,129,4,0.0
12,9.24,30,7,3,100.0
4,2.52,166,110,5,0.0
10,3.28,65,101,1,0.0
7,7.41,55,48,2,8.230000000000004
8,6.69,72,129,9,0.0
14,9.43,262,171,1,0.0
19,7.4,347,26,6,100.0
9,3.22,326,83,10,0.0
15,2.57,143,161,9,0.0
16,1.71,83,11,4,100.0
14,7.56,288,16,8,98.68
20,4.57,327,139,1,0.0
12,6.41,164,128,9,0.0
6,9.61,149,173,7,0.0
7,3.77,64,107,3,0.0
7,7.95,25,156,10,0.0
18,2.92,310,114,10,0.0
19,8.91,74,24,2,100.0
4,5.03,19,93,8,0.0
13,9.08,96,90,7,0.0
9,2.68,306,96,2,0.0
16,2.77,224,125,4,0.0
18,3.06,201,157,4,0.0
9,6.74,338,143,7,0.0
4,1.37,27,13,6,39.11
19,7.45,114,127,4,0.0
15,5.73,217,173,10,0.0
12,6.19,193,105,8,0.0
13,5.17,156,79,2,0.0
11,7.47,253,103,10,0.0
14,2.59,34,90,6,0.0
8,6.3,3,171,5,0.0
6,8.63,339,53,2,0.0
8,8.63,116,101,1,0.0
9,3.58,247,29,1,46.239999999999995
19,9.78,309,30,1,100.0
6,2.59,257,37,3,9.269999999999996
16,3.05,335,105,2,0.0
4,3.89,310,108,7,0.0
6,2.35,268,174,4,0.0
20,4.59,325,33,9,84.27000000000001
14,1.11,81,23,2,74.33
13,5.72,242,29,4,68.16
